UID,Year,Make,Model,Trim,Option Codes,,Geography,,Start,End,,,,Cash Only (Before Tax),Cash Only (After Tax),Cash Rebate Dealer Contribution (Before Tax),Cash Rebate Dealer Contribution (After Tax),Note
TOY81672CAN44895C,2022,Toyota,Tundra,4x4 CrewMax SR 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81672CAN44895D,2022,Toyota,Tundra,4x4 CrewMax SR 3.5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81668CAN44895,2022,Toyota,Tundra,4x4 CrewMax Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81668CAN44895B,2022,Toyota,Tundra,4x4 CrewMax Ltd 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81670CAN44895,2022,Toyota,Tundra,4x4 Crewmax Platinum 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81670CAN44895B,2022,Toyota,Tundra,4x4 Crewmax Platinum 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81673CAN44895,2022,Toyota,Tundra,4x4 CrewMax SR5 Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81673CAN44895C,2022,Toyota,Tundra,4x4 CrewMax SR5 Long Bed 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81669CAN44895,2022,Toyota,Tundra,4x4 CrewMax Ltd Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81669CAN44895B,2022,Toyota,Tundra,4x4 CrewMax Ltd Long Bed 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81671CAN44895,2022,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81671CAN44895B,2022,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81866CAN44895,2022,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81866CAN44895B,2022,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81866CAN44895T,2022,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81868CAN44895,2022,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81868CAN44895B,2022,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81868CAN44895C,2022,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81868CAN44895D,2022,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81865CAN44895,2022,Toyota,Tundra Hybrid,4x4 Crewmax Capstone 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81867CAN44895,2022,Toyota,Tundra Hybrid,4x4 CrewMax Ltd Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81867CAN44895B,2022,Toyota,Tundra Hybrid,4x4 CrewMax Ltd Long Bed 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81830CAN44895,2022,Toyota,C-HR,LE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81832CAN44895,2022,Toyota,C-HR,XLE Premium,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81831CAN44895,2022,Toyota,C-HR,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81351CAN44895,2022,Toyota,Corolla Cross,L CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81353CAN44895,2022,Toyota,Corolla Cross,LE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81352CAN44895,2022,Toyota,Corolla Cross,L CVT 4wd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81349CAN44895,2022,Toyota,Corolla Cross,2.0 LE CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81349CAN44895B,2022,Toyota,Corolla Cross,2.0 LE CVT 4WD 5-Door,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81350CAN44895,2022,Toyota,Corolla Cross,2.0 XLE CVT 4WD 5-Door,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81748CAN44895,2022,Toyota,RAV4,LE Front Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81747CAN44895,2022,Toyota,RAV4,LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81751CAN44895,2022,Toyota,RAV4,XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81751CAN44895B,2022,Toyota,RAV4,XLE All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81750CAN44895,2022,Toyota,RAV4,Trail All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81750CAN44895B,2022,Toyota,RAV4,Trail All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81749CAN44895,2022,Toyota,RAV4,Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81752CAN44895,2022,Toyota,RAV4 Hybrid,LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81755CAN44895,2022,Toyota,RAV4 Hybrid,XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81754CAN44895,2022,Toyota,RAV4 Hybrid,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81756CAN44895,2022,Toyota,RAV4 Hybrid,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81756CAN44895B,2022,Toyota,RAV4 Hybrid,XSE All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81753CAN44895,2022,Toyota,RAV4 Hybrid,Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81728CAN44895,2022,Toyota,RAV4 Prime,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81729CAN44895,2022,Toyota,RAV4 Prime,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81729CAN44895B,2022,Toyota,RAV4 Prime,XSE All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81354CAN44895,2022,Toyota,Highlander,LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81356CAN44895,2022,Toyota,Highlander,XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81357CAN44895,2022,Toyota,Highlander,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81355CAN44895,2022,Toyota,Highlander,Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81355CAN44895B,2022,Toyota,Highlander,Ltd All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81355CAN44895C,2022,Toyota,Highlander,Ltd All Wheel Drive,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81358CAN44895,2022,Toyota,Highlander Hybrid,LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81360CAN44895,2022,Toyota,Highlander Hybrid,XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81360CAN44895S,2022,Toyota,Highlander Hybrid,XLE All Wheel Drive,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81359CAN44895,2022,Toyota,Highlander Hybrid,Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81359CAN44895B,2022,Toyota,Highlander Hybrid,Ltd All Wheel Drive,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81359CAN44895C,2022,Toyota,Highlander Hybrid,Ltd All Wheel Drive,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81737CAN44895,2022,Toyota,Venza,LE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81738CAN44895,2022,Toyota,Venza,Ltd,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81739CAN44895,2022,Toyota,Venza,XLE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895,2022,Toyota,4Runner,SR5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895B,2022,Toyota,4Runner,SR5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895D,2022,Toyota,4Runner,SR5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895E,2022,Toyota,4Runner,SR5,E,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895S,2022,Toyota,4Runner,SR5,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895C,2022,Toyota,4Runner,SR5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY80756CAN44895T,2022,Toyota,4Runner,SR5,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81239CAN44895,2022,Toyota,Sienna,LE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81242CAN44895,2022,Toyota,Sienna,XLE 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81243CAN44895,2022,Toyota,Sienna,XSE 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81243CAN44895B,2022,Toyota,Sienna,XSE 7-Passenger,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81243CAN44895C,2022,Toyota,Sienna,XSE 7-Passenger,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81240CAN44895,2022,Toyota,Sienna,LE All Wheel Drive 8-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81244CAN44895,2022,Toyota,Sienna,XSE All Wheel Drive 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81244CAN44895B,2022,Toyota,Sienna,XSE All Wheel Drive 7-Passenger,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81244CAN44895C,2022,Toyota,Sienna,XSE All Wheel Drive 7-Passenger,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81241CAN44895,2022,Toyota,Sienna,Ltd All Wheel Drive 7-Passenger,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY81241CAN44895C,2022,Toyota,Sienna,Ltd All Wheel Drive 7-Passenger,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83433CAN44895,2023,Toyota,Corolla,L CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83434CAN44895,2023,Toyota,Corolla,LE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83435CAN44895,2023,Toyota,Corolla,SE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83436CAN44895,2023,Toyota,Corolla,XSE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83339CAN44895,2023,Toyota,Corolla Hybrid,LE CVT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83340CAN44895,2023,Toyota,Corolla Hybrid,LE CVT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83341CAN44895,2023,Toyota,Corolla Hybrid,SE CVT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83342CAN44895,2023,Toyota,Corolla Hybrid,XSE CVT All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83338CAN44895,2023,Toyota,Corolla Hatchback,S ,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83338CAN44895B,2023,Toyota,Corolla Hatchback,SE,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83338CAN44895C,2023,Toyota,Corolla Hatchback,SE Upgrade,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83338CAN44895D,2023,Toyota,Corolla Hatchback,XSE,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82972CAN44895,2023,Toyota,Camry,SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82972CAN44895B,2023,Toyota,Camry,SE,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82973CAN44895,2023,Toyota,Camry,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82973CAN44895B,2023,Toyota,Camry,SE All Wheel Drive Upgrade,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82975CAN44895,2023,Toyota,Camry,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82973CAN44895S,2023,Toyota,Camry,SE All Wheel Drive Nightshade,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82974CAN44895,2023,Toyota,Camry,TRD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82976CAN44895,2023,Toyota,Camry Hybrid,LE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82977CAN44895,2023,Toyota,Camry Hybrid,SE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82977CAN44895S,2023,Toyota,Camry Hybrid,SE,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82978CAN44895,2023,Toyota,Camry Hybrid,XLE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82979CAN44895,2023,Toyota,Camry Hybrid,XSE,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82484CAN44895,2023,Toyota,GR86,Base 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82483CAN44895,2023,Toyota,GR86,Base 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82486CAN44895,2023,Toyota,GR86,Premium 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82485CAN44895,2023,Toyota,GR86,Premium 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83745CAN44895,2023,Toyota,GR86,10th Anniversary Special Edition 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83744CAN44895,2023,Toyota,GR86,10th Anniversary Special Edition 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82774CAN44895,2023,Toyota,GR Supra,Premium Automatic,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82775CAN44895,2023,Toyota,GR Supra,Premium Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82775CAN44895S,2023,Toyota,GR Supra,Premium Manual,S,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82776CAN44895,2023,Toyota,GR Supra,2WD Coupe,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY82776CAN44895X,2023,Toyota,GR Supra,2WD Coupe,X,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83242CAN44895,2023,Toyota,Tacoma,4x4 Access Cab V6 TRD Off Road 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83243CAN44895,2023,Toyota,Tacoma,4x4 Access Cab V6 TRD Off Road 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83245CAN44895,2023,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83245CAN44895B,2023,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT SR5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83245CAN44895C,2023,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT TRD Pro,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83245CAN44895D,2023,Toyota,Tacoma,4x4 Double Cab V6 SR 6AT TRD Sport Premium,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83246CAN44895R,2023,Toyota,Tacoma,4x4 Double Cab V6 Trail SB 6AT,R,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83246CAN44895,2023,Toyota,Tacoma,4x4 Double Cab V6 Trail SB 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83246CAN44895C,2023,Toyota,Tacoma,4x4 Double Cab V6 Trail SB 6AT,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83246CAN44895T,2023,Toyota,Tacoma,4x4 Double Cab V6 Trail SB 6AT,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83244CAN44895,2023,Toyota,Tacoma,4x4 Double Cab V6 Nightshade 6AT,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83247CAN44895,2023,Toyota,Tacoma,4x4 Double Cab V6 TRD Sport Premium 6-Speed Manual,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83247CAN44895T,2023,Toyota,Tacoma,4x4 Double Cab V6 TRD Sport Premium 6-Speed Manual,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83467CAN44895,2023,Toyota,Tundra,4x2 Double Cab SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83468CAN44895,2023,Toyota,Tundra,4x2 Double Cab SR Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83476CAN44895,2023,Toyota,Tundra,4x4 Double Cab SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83476CAN44895B,2023,Toyota,Tundra,4x4 Double Cab SR 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83476CAN44895C,2023,Toyota,Tundra,4x4 Double Cab SR 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83476CAN44895D,2023,Toyota,Tundra,4x4 Double Cab SR 3.5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83475CAN44895,2023,Toyota,Tundra,4x4 Double Cab Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83475CAN44895B,2023,Toyota,Tundra,4x4 Double Cab Ltd 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83477CAN44895,2023,Toyota,Tundra,4x4 Double Cab SR5 Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83473CAN44895,2023,Toyota,Tundra,4x4 CrewMax SR 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83473CAN44895B,2023,Toyota,Tundra,4x4 CrewMax SR 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83473CAN44895C,2023,Toyota,Tundra,4x4 CrewMax SR 3.5,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83473CAN44895D,2023,Toyota,Tundra,4x4 CrewMax SR 3.5,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83469CAN44895,2023,Toyota,Tundra,4x4 CrewMax Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83469CAN44895B,2023,Toyota,Tundra,4x4 CrewMax Ltd 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83471CAN44895,2023,Toyota,Tundra,4x4 Crewmax Platinum 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83471CAN44895B,2023,Toyota,Tundra,4x4 Crewmax Platinum 3.5 1794 Edition,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83472CAN44895,2023,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83472CAN44895B,2023,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5 1794 Edition,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83474CAN44895,2023,Toyota,Tundra,4x4 CrewMax SR5 Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83474CAN44895C,2023,Toyota,Tundra,4x4 CrewMax SR5 Long Bed 3.5 TRD Off Road,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83470CAN44895,2023,Toyota,Tundra,4x4 CrewMax Ltd Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83470CAN44895B,2023,Toyota,Tundra,4x4 CrewMax Ltd Long Bed 3.5 TRD Off Road,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83472CAN44895,2023,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83472CAN44895B,2023,Toyota,Tundra,4x4 Crewmax Platinum Long Bed 3.5 1794 Edition,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83479CAN44895,2023,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83479CAN44895B,2023,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5 TRD Off Road,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83479CAN44895T,2023,Toyota,Tundra Hybrid,4x4 CrewMax Ltd 3.5 TRD Pro,T,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83481CAN44895,2023,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83481CAN44895B,2023,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5 1794 Edition,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83481CAN44895C,2023,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5 Platinum w/Advanced Pkg,C,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83481CAN44895D,2023,Toyota,Tundra Hybrid,4x4 Crewmax Platinum 3.5 1794 Edition w/Advanced Pkg,D,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83478CAN44895,2023,Toyota,Tundra Hybrid,4x4 Crewmax Capstone 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83480CAN44895,2023,Toyota,Tundra Hybrid,4x4 CrewMax Ltd Long Bed 3.5,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83480CAN44895B,2023,Toyota,Tundra Hybrid,4x4 CrewMax Ltd Long Bed 3.5,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,L FWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,LE FWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,L AWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,LE AWD ,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,LE Premium,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
CAN44895,2023,Toyota,Corolla Cross,XLE AWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83746CAN44895,2023,Toyota,RAV4,LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83749CAN44895,2023,Toyota,RAV4,XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83749CAN44895B,2023,Toyota,RAV4,XLE All Wheel Drive Premium,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83748CAN44895,2023,Toyota,RAV4,Trail All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83747CAN44895,2023,Toyota,RAV4,Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83750CAN44895,2023,Toyota,RAV4 Hybrid,L-Line LE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83752CAN44895,2023,Toyota,RAV4 Hybrid,L-Line XLE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83752CAN44895B,2023,Toyota,RAV4 Hybrid,L-Line XLE All Wheel Drive Premium,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83752CAN44895B,2023,Toyota,RAV4 Hybrid,L-Line XLE All Wheel Drive Woodland,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83751CAN44895,2023,Toyota,RAV4 Hybrid,L-Line Ltd All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83753CAN44895,2023,Toyota,RAV4 Hybrid,S-Line SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83754CAN44895,2023,Toyota,RAV4 Hybrid,S-Line XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83754CAN44895B,2023,Toyota,RAV4 Hybrid,S-Line XSE All Wheel Drive Technology,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83650CAN44895,2023,Toyota,RAV4 Prime,SE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83651CAN44895,2023,Toyota,RAV4 Prime,XSE All Wheel Drive,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83651CAN44895B,2023,Toyota,RAV4 Prime,XSE All Wheel Drive Technology Package,B,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83536CAN44895,2023,Toyota,Highlander,LE AWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
TOY83538CAN44895,2023,Toyota,Highlander,XLE AWD,,,CAN,,01-11-2022,30-11-2022,,,,0,0,0,0,
